FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.988,Norway,273961,Operational,SNORRE UPA,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,3700,,03/08/1992,,335,126984.136035,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.4893278000001 2.22634440000007)
platforms.989,Norway,279449,Operational,TROLL K1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,24/07/1999,,320,56134.300438,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7683139000001 3.61135000000007)
platforms.997,Norway,359965,Operational,VIGDIS D,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,500,,18/10/2003,,250,133783.641269,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.3456139 2.07286940000006)
platforms.1002,Norway,282865,Operational,34/8-A-21 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,01/06/2003,,335,113244.211201,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3699611000001 2.45911940000002)
platforms.1021,Norway,280261,Operational,TROLL P2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,01/06/2002,,336,57104.4852504,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8765806000001 3.49430830000006)
platforms.1025,Norway,271973,Decommissioned,EKOFISK S,Fixed steel,Above water production,Gassco AS,NO_2/4,Natural Gas,7639,,01/01/1986,,76.80000305,262581.104759,JACKET 4 LEGS; RISER,POINT (56.5518972 3.21381670000005)
platforms.1027,Norway,278301,Operational,TROLL H,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,1356,,31/12/1995,,317,62599.7582871,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (60.7144972 3.51037780000007)
platforms.1036,Norway,279757,Operational,TROLL O1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,23/11/1999,,355,52935.0316334,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8895722 3.56638890000005)
platforms.1043,Norway,281297,Decommissioned,EKOFISK SØR FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4-2,Crude Oil,500,,01/01/1972,,72,263180.316449,JACKET TRIPOD; FLARE STACK,POINT (56.5432806000001 3.21862220000003)
platforms.1047,Norway,283481,Operational,VISUND SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,10.7,,26/05/1999,,335,113227.103638,SUBSEA STRUCTURE; DISTRIBUTION,POINT (61.3700000000001 2.45944440000005)
platforms.1048,Norway,283201,Operational,34/8-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,05/08/2000,,335,113232.410697,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3703083 2.45938060000003)
platforms.1055,Norway,279141,Operational,TROLL J1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,322,,17/03/1999,,315,56744.5544425,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.7432361 3.60800000000006)
platforms.1057,Norway,279085,Operational,TROLL P1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,07/11/1999,,336,54151.796709,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8669944000001 3.55794170000007)
platforms.1061,Norway,280037,Operational,TROLL M2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,15/07/2000,,346,46592.8004638,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.9314194 3.66423890000004)
platforms.1077,Norway,280317,Operational,TROLL N2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,01/12/2001,,345,50712.5941641,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.9463389000001 3.58036940000005)
platforms.1078,Norway,282893,Operational,TORDIS-MS,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,549,,03/06/1994,,200,130977.851812,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (61.2756333 2.11811390000003)
platforms.1083,Norway,280345,Operational,TROLL S2,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,Crude Oil,311,,03/11/1999,,342,47356.8171797,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8929806 3.67186940000005)
platforms.1086,Norway,286869,Operational,OSEBERG-Y,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,,480,,01/09/1991,,110,103916.366171,SUBSEA STRUCTURE; Y-CONNECTION,POINT (60.5810389000001 2.79926670000003)
platforms.1091,Norway,279477,Operational,TROLL Q1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,31/10/1999,,335,51538.4581624,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8446722 3.62722780000007)
platforms.1093,Norway,280737,Operational,TROLL S1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,03/11/1999,,340,48175.4333341,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8950500000001 3.65464170000007)
platforms.1094,Norway,282053,Operational,TROLL PTG,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,01/11/1999,,338,50500.588236,SUBSEA STRUCTURE; RISER BASE,POINT (60.8821750000001 3.61827220000004)
platforms.1102,Norway,281521,Operational,TROLL ERS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,4000,,11/04/1995,,324,60901.0961075,SUBSEA STRUCTURE; RISER SUPPORT,POINT (60.7735000000001 3.50634440000005)
platforms.1132,Norway,280373,Operational,TROLL T1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,01/02/2001,,335,53237.86664,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8325750000001 3.60397780000005)
platforms.1137,Norway,272925,Closed down,30/9-B-49 H,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,480,,01/12/1988,,102,103224.230067,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.5422361000001 2.83743610000005)
platforms.1139,Norway,272981,Decommissioned,TOGI,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Natural Gas,1500,,22/01/1991,,302,58776.5225374,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (60.5742500000001 3.65752780000003)
platforms.1144,Norway,271945,Operational,DRAUPNER S,Fixed steel,Above water production,Gassco AS,NO_16/11,Natural Gas,7844,,01/07/1985,,70,183543.571115,JACKET 4 LEGS; QUARTER - RISER,POINT (58.1888694 2.47279170000007)
platforms.1148,Norway,280289,Operational,TROLL L2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,14/11/2000,,333,56723.1287789,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.8087722000001 3.55595280000006)
platforms.1154,Norway,283425,Operational,TROLL RSS2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,2800,,01/11/1999,,338,50626.7936817,SUBSEA STRUCTURE; RISER SUPPORT,POINT (60.8850139 3.61388610000006)
platforms.1167,Norway,280597,Operational,TORDIS ØST K,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,25/07/2000,,200,130876.381121,MULTI WELL TEMPLATE; WATER INJECTION,POINT (61.2761528 2.12024440000005)
platforms.163,Italy,297,Operational,CASSIOPEA 1,Subsea steel,Subsea,ENI,G.C  1.AG,Natural Gas,,,01/01/2008,,586,22342.6299089,Subsea wellhead,POINT (36.9366420000001 13.7326180000001)
platforms.1175,Norway,287345,Operational,GULLFAKS C SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,118,,01/02/2001,,215,121606.837577,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (61.2149444 2.27389720000002)
platforms.1187,Norway,283677,Operational,TROLL O2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,511,,20/07/2010,,338,54490.2300292,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (60.9145056 3.52293060000005)
platforms.1188,Norway,281353,Operational,EKOFISK X-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1340,,01/01/1997,,76,262861.919805,JACKET TRIPOD,POINT (56.5476528 3.21656940000003)
platforms.1204,Norway,279645,Operational,GULLFAKS SØR F,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,08/10/1998,,135,120225.542898,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.0975028 2.27680560000005)
platforms.1209,Norway,377425,Operational,VIGDIS G,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,396,,19/03/2008,,280,132133.473041,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (61.3791889 2.10623330000004)
platforms.1220,Spain,ES3,Operational,Poseidon Norte,Subsea steel,Subsea,"Repsol Inv, (RIPSA)",Gulf of Cadiz,Natural Gas,40,,01/01/1996,,75,23963.0046227,"C,E, Poseidon Norte",POINT (36.989647 -7.18699199999998)
platforms.1222,Spain,ES1,Closed down,Albatros,Subsea steel,Subsea,"Repsol Inv, (RIPSA) 77,95%, Murphy Spain Oil Company 17,55 %,",Gulf of Biscay,Natural Gas,30,,01/01/1995,,151,14422.5743728,"C,E, Albatros - Operated from Gaviota - SHUT IN",POINT (43.5657830000001 -2.87103899999994)
platforms.1223,Spain,ES2,Operational,Gaviota,Subsea steel,Subsea,"Repsol Inv, (RIPSA) 82%, Murphy Spain Oil Company 18 %",Gulf of Biscay,Natural Gas,60,,01/01/1983,,98,7980.90709171,"C,E, Gaviota- Operated from Gaviota - Wells (Gaviota I and Gaviota II) partially converted to Underground gas storage",POINT (43.5083330000001 -2.68333299999995)
platforms.1224,Spain,ES4,Closed down,Poseidon Sur,Subsea steel,Subsea,"Repsol Inv, (RIPSA)",Gulf of Cadiz,Natural Gas,40,,01/01/1997,,130,37003.7572461,"C,E, Poseidon Sur, SHUT IN,",POINT (36.8519440000001 -7.08888799999994)
platforms.7,Croatia,,Operational,IVANA K (PU 17),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,42.3,38275.1149809,4-legged,POINT (44.7453972220001 13.2944444450001)
platforms.8,Croatia,,Operational,IZABELA JUG,Fixed steel,Subsea,ED-INA,IZABELA,Natural Gas,,,01/01/2014,,37,37552.6725277,4-legged,POINT (44.959319367 13.152039831)
platforms.9,Croatia,,Operational,IZABELA SJ,Fixed steel,Subsea,ED-INA,IZABELA,Natural Gas,,,01/01/2014,,37,38782.0217207,1-legged,POINT (44.9800321500001 13.129579608)
platforms.10,Croatia,,Operational,IDA A (PU 20),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,46.8,45927.0175737,1-legged,POINT (44.493880555 13.4446194450001)
platforms.11,Croatia,,Operational,IDA C (PU 18),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,51.8,44993.5962633,1-legged,POINT (44.4610750000001 13.504230556)
platforms.12,Croatia,,Operational,IVANA A (PU 6),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/1999,,42.3,38340.9207235,4-legged,POINT (44.74485 13.2939250000001)
platforms.13,Croatia,,Operational,VESNA (PU 47),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2009,,44.3,40678.5413884,1-legged,POINT (44.687086111 13.3132777770001)
platforms.14,Croatia,,Operational,IDA B (PU 19),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,53.3,47455.8696305,1-legged,POINT (44.4466583340001 13.480441667)
platforms.15,Croatia,,Operational,IRINA (PU 46),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2009,,46.2,47861.2224929,1-legged,POINT (44.5275333340001 13.3802416670001)
platforms.16,Croatia,,Operational,KATARINA (ZD 13),Fixed steel,Subsea,INAgip,MARICA,Natural Gas,,,01/01/2006,,70,54627.1106049,4-legged,POINT (43.989291667 14.1040833340001)
platforms.17,Croatia,,Operational,IKA A (PU 22),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,59.5,54023.4977022,4-legged,POINT (44.363672222 13.491591666)
platforms.18,Croatia,,Operational,IKA B (PU 21),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2006,,55.6,53137.6622816,1-legged,POINT (44.4048611110001 13.438405555)
platforms.19,Croatia,,Operational,IVANA B (PU 11),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2001,,41.6,47016.268644,3-legged,POINT (44.6875527770001 13.2145805550001)
platforms.20,Croatia,,Operational,ANA (PU 44),Fixed steel,Subsea,INAgip,SJEVERNI JADRAN,Natural Gas,,,01/01/2008,,43.6,43751.5471909,1-legged,POINT (44.68255 13.269327778)
platforms.98,Italy,310,Operational,BONACCIA NW,Fixed steel,Production platform,ENI,B.C 17.TO,Natural Gas,,,01/01/2015,,87,57187.2927804,4-legged steel jacket - Connected to platform BONACCIA,POINT (43.5998030000001 14.335723)
platforms.99,Italy,243,Operational,LUNA A,Fixed steel,Production platform,ENI,D.C  1.AG,Natural Gas,,,01/01/1976,,70,5012.29897268,"8-legged steel jacket - Connected to CROTONE gas gathering and treatment centre - It also connects platforms HERA LACINIA BEAF, HERA LACINIA 14, LUNA B and subsea wellheads LUNA 27, LUNA 40 SAF to CROTONE centre",POINT (39.1142360000001 17.1816920000001)
platforms.100,Italy,197,Operational,BARBARA T,Fixed steel,Other,ENI,A.C  7.AS,Natural Gas,,,01/01/1985,,70,54306.8178146,"4-legged steel jacket - Compression platform - It's a single structure with platforms BARBARA C and BARBARA T2 - Connected to FALCONARA gas gathering and treatment centre - It also connects platforms BARBARA T2-A-B-C-D-E-F-G-H-NW, CALIPIPSO, CALPURNIA, C",POINT (44.077277 13.781345)
platforms.101,Italy,211,Operational,CLARA EST,Fixed steel,Production platform,ENI,B.C 13.AS,Natural Gas,,,01/01/2000,,77,44073.4120896,4-legged steel jacket - Connected to platform CALPURNIA,POINT (43.779617 14.0716180000001)
platforms.102,Italy,253,Operational,PORTO CORSINI M E C,Fixed steel,Production platform,ENI,PORTO CORSINI MARE,Natural Gas,,,01/01/1987,,24,18974.8420418,8-legged steel jacket - Connected to platform PORTO CORSINI 80 - It also connects platforms PORTO CORSINI M S 1 e PORTO CORSINI M S 2 to PORTO CORSINI 80,POINT (44.391353 12.5602440000001)
platforms.103,Italy,185,Operational,ARMIDA A,Fixed steel,Production platform,ENI,A.C 29.EA,Natural Gas,,,01/01/1985,,18,13071.2293027,6-legged steel jacket - Connected to RAVENNA MARE gas gathering and treatment centre - IT also connects platforms ARMIDA1 and DIANA to RAVENNA MARE centre,POINT (44.480258 12.453201)
platforms.104,Italy,226,Operational,FRATELLO EST 2,Fixed steel,Production platform,ENI,B.C  5.AS,Natural Gas,,,01/01/1980,,17,5053.04502906,Single pile platform - Connected to platform FRATELLO CLUSTER - It also connects platform SIMONETTA 1 to FRATELLO CLUSTER,POINT (42.576845 14.172827)
platforms.105,Italy,225,Operational,FRATELLO CLUSTER,Fixed steel,Production platform,ENI,B.C  5.AS,Natural Gas,,,01/01/1979,,19,6924.48511511,"Cluster - Connected to PINETO gas gathering and treatment centre - It also connects platforms VIVIANA 1, FRATELLO NORD, FRATELLO EST 2, SIMONETTA 1 to PINETO centre",POINT (42.610534 14.1685140000001)
platforms.106,Italy,224,Operational,FABRIZIA 1,Fixed steel,Production platform,ENI,B.C 21.AG,Natural Gas,,,01/01/1998,,22,11537.1173402,Single pile platform - Connected to GROTTAMMARE gas gathering and treatment centre,POINT (43.0413770000001 14.0011400000001)
platforms.107,Italy,262,Closed down,REGINA 1,Fixed steel,Production platform,ENI,A.C 17.AG,Natural Gas,,,01/01/1997,,21,15563.9725355,Single pile platform - Connected to platform REGINA - Abandoned well,POINT (44.102830392 12.834202733)
platforms.108,Italy,295,Closed down,PANDA 1,Subsea steel,Subsea,ENI,G.R 14.AG,Natural Gas,,,01/01/2002,,461,19462.1376725,Subsea wellhead not operating - Potentially productive well that is awaiting the release of an exploitation licence,POINT (37.0066100000001 13.623818)
platforms.109,Italy,281,Operational,VIVIANA 1,Fixed steel,Production platform,ENI,B.C  5.AS,Natural Gas,,,01/01/1998,,20,8720.30165156,Single pile platform - Connected to platform FRATELLO NORD,POINT (42.6564030000001 14.1550510000001)
platforms.110,Italy,298,Operational,GELA CLUSTER,Fixed steel,Production platform,ENI MEDITERRANEA IDROCARBURI,C.C  1.AG,Crude Oil,,,01/01/1986,,10,1742.24841278,Bridge - Connected in a single structure to platform GELA 1,POINT (37.032449 14.2694540000001)
platforms.111,Italy,233,Operational,GARIBALDI K,Fixed steel,Other,ENI,A.C  1.AG,Natural Gas,,,01/01/1998,,25,18553.082284,4-legged steel jacket - Platform connected in a single structure to GARIBALDI T - It also connects platforms GARIBALDI C and IVANA (located on Croatia's continental shelf) to GARIBALDI T,POINT (44.532163 12.515812)
platforms.112,Italy,265,Operational,ROSPO MARE C,Fixed steel,Production platform,EDISON,B.C  8.LF,Crude Oil,,,01/01/1991,,80,19138.4245173,4-legged steel jacket - Connected to platform ROSPO MARE B,POINT (42.2356570000001 14.931856)
platforms.113,Italy,300,Closed down,ADA 4,Fixed steel,Production platform,ENI,A.C  9.AG,Natural Gas,,,01/01/1982,,25,20422.2289831,"Single pile platform. Currently not operating, since it's located in area where it is necessary to ensure the absence of risks coastal subsidence (art. 8 paragraph 1 Law 6 August 2008, no. 133)",POINT (45.1835610000001 12.5909100000001)
platforms.114,Italy,176,Operational,ANGELA CLUSTER,Fixed steel,Production platform,ENI,A.C 27.EA,Natural Gas,,,01/01/1975,,9,2062.26764677,Cluster - Connected to RAVENNA MARE gas gathering and treatment centre - It also connect platform ANGELA ANGELINA to RAVENNA MARE centre,POINT (44.3929630000001 12.344866)
platforms.115,Italy,272,Operational,SANTO STEFANO MARE 4,Fixed steel,Production platform,EDISON,B.C  1.LF,Natural Gas,,,01/01/1976,,17,2579.53168479,4-legged steel jacket - Connected to SANTO STEFANO MARE gas gathering and treatment centre,POINT (42.207323 14.6754540000001)
platforms.116,Italy,164,Operational,AGOSTINO A,Fixed steel,Production platform,ENI,A.C  3.AS,Natural Gas,,,01/01/1970,,23,16864.9494909,8-legged steel jacket - Connected to platform GARIBALDI T- It also connects platforms AGOSTINO A CLUSTER and AGOSTINO B to GARIBALDI T,POINT (44.540237 12.495601)
platforms.117,Italy,208,Operational,CERVIA C,Fixed steel,Production platform,ENI,CERVIA MARE,Natural Gas,,,01/01/1992,,23,21528.6557059,8-legged steel jacket - Connected to platform CERVIA K - It also connects platform NAIDE to CERVIA K,POINT (44.3018079920001 12.640255472)
platforms.118,Italy,182,Operational,ARIANNA A,Fixed steel,Production platform,ENI,CERVIA MARE,Natural Gas,,,01/01/1984,,24,20982.4559233,6-legged steel jacket - Connected to platform CERVIA A - It also connects platform ARIANNA A CLUSTER to CERVIA A,POINT (44.306264336 12.6281454640001)
platforms.119,Italy,230,Operational,GARIBALDI C,Fixed steel,Production platform,ENI,A.C  1.AG,Natural Gas,,,01/01/1992,,25,18503.7254371,8-legged steel jacket - Connected to platform GARIBALDI K - It also connects platform AGOSTINO C to GARIBALDI K,POINT (44.5315840000001 12.5150870000001)
platforms.120,Italy,210,Operational,CERVIA K,Fixed steel,Other,ENI,CERVIA MARE,Natural Gas,,,01/01/2000,,24,20993.5733881,4-legged steel jacket - Compression platform - It's a single structure with platforms CERVIA A and CERVIA CLUSTER - Connected to RUBICONE gas gathering and treatment centre,POINT (44.2955435280001 12.639005556)
platforms.121,Italy,278,Operational,TEA,Fixed steel,Production platform,ENI,A.C 34.AG,Natural Gas,,,01/01/2007,,41,56991.0042932,4-legged steel jacket - Connected to platform AMELIA B - It also connects platform GUENDALINA to AMELIA B,POINT (44.501565 13.018806)
platforms.122,Italy,180,Operational,ANTARES A,Fixed steel,Production platform,ENI,A.C 30.EA,Natural Gas,,,01/01/1985,,15,10620.8773054,"6-legged steel jacket - Connected to RAVENNA MARE gas gathering and treatment centre - It also connects platforms ARMIDA, ARMIDA 1, DIANA, ANTARES 1 and PORTO CORSINI 80 to RAVENNA MARE centre",POINT (44.3899720000001 12.453423)
platforms.123,Italy,260,Operational,PREZIOSO,Fixed steel,Production platform,ENI MEDITERRANEA IDROCARBURI,C.C  3.AG,Crude Oil,,,01/01/1988,,45,10816.4312336,8-legged steel jacket - Connected to platform PERLA,POINT (37.009175 14.045081)
platforms.124,Italy,255,Operational,PORTO CORSINI M S 2,Fixed steel,Production platform,ENI,PORTO CORSINI MARE,Natural Gas,,,01/01/2001,,24,19414.0060401,Single pile platform - Connected to platform PORTO COSRSINI M E C,POINT (44.368498 12.5764320000001)
platforms.125,Italy,201,Operational,BONACCIA,Fixed steel,Production platform,ENI,B.C 17.TO,Natural Gas,,,01/01/1999,,85,58759.1973071,"4-legged steel jacket - Connected to BARBARA C - It also connects subsea wellheads BONACCIA EST 2, BONACCIA EST 3 e BONACCIA NW to BARBARA C",POINT (43.592497 14.3595270000001)
platforms.126,Italy,170,Operational,AMELIA B,Fixed steel,Production platform,ENI,A.C  2.AS,Natural Gas,,,01/01/1991,,31,27230.2992795,"8-legged steel jacket - Connected to platform PORTO CORSINI 80 - It also connects platforms AMELIA A, AMELIA D, TEA and GEUNDALINA to PORTO CORSINI 80",POINT (44.4075080000001 12.662225)
platforms.127,Italy,213,Operational,CLARA OVEST,Fixed steel,Production platform,ENI,B.C 14.AS,Natural Gas,,,01/01/1987,,71,27358.0572316,8-legged steel jacket - Connected to FALCONARA gas gathering and treatment centre,POINT (43.8286810000001 13.7115160000001)
platforms.128,Italy,222,Operational,EMILIO 3,Subsea steel,Subsea,ENI,B.C  3.AS,Natural Gas,,,01/01/1980,,85,26054.1537212,Subsea wellhead - Connected to GROTTAMMARE gas gathering and treatment centre,POINT (42.938165 14.2338800000001)
platforms.129,Italy,271,Operational,SANTO STEFANO MARE 3-7,Fixed steel,Production platform,EDISON,B.C  1.LF,Natural Gas,,,01/01/1968,,11,1551.1207591,4-legged steel jacket - Connected to SANTO STEFANO MARE gas gathering and treatment centre - It also connects platforms SANTO STEFANO MARE 8 BIS e SANTO STEFANO MARE 101 to SANTO STEFANO MARE centre,POINT (42.2192680000001 14.610729)
