FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.1221,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26399.59704,POINT (54.7566913197487 19.1646535602137)
munitions.1222,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26414.3817,POINT (54.7568185603283 19.1647847200388)
munitions.1223,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26594.61369,POINT (54.7576147400283 19.16723376013)
munitions.1224,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26471.91203,POINT (54.7569479098182 19.1657068902608)
munitions.1225,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26471.91203,POINT (54.7569479098182 19.1657068902608)
munitions.1226,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26453.53705,POINT (54.7567896300375 19.1655438998312)
munitions.1227,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26453.53705,POINT (54.7567896300375 19.1655438998312)
munitions.1228,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26448.25096,POINT (54.7568713496331 19.1653539396327)
munitions.1229,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26432.78374,POINT (54.7568514899044 19.1650892295843)
munitions.1230,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26432.78374,POINT (54.7568514899044 19.1650892295843)
munitions.1231,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26402.40391,POINT (54.7568322102384 19.1645469500817)
munitions.1232,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26402.40391,POINT (54.7568322102384 19.1645469500817)
munitions.1233,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26388.6451,POINT (54.7567018499105 19.1644384001121)
munitions.1234,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26388.6451,POINT (54.7567018499105 19.1644384001121)
munitions.1235,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26363.66929,POINT (54.7565673104331 19.164126290396)
munitions.1236,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26363.66929,POINT (54.7565673104331 19.164126290396)
munitions.1237,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26342.79184,POINT (54.756484589892 19.1638318901297)
munitions.1238,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26342.79184,POINT (54.756484589892 19.1638318901297)
munitions.1239,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26342.31825,POINT (54.7563750596613 19.1639464295841)
munitions.1240,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26342.31825,POINT (54.7563750596613 19.1639464295841)
munitions.1241,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26293.33501,POINT (54.7559220603549 19.1635468500072)
munitions.1242,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26293.33501,POINT (54.7559220603549 19.1635468500072)
munitions.1243,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26271.03843,POINT (54.7558146498263 19.1632539300249)
munitions.1244,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26271.03843,POINT (54.7558146498263 19.1632539300249)
munitions.1245,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26297.12126,POINT (54.7559095301008 19.1636311299727)
munitions.1246,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26297.12126,POINT (54.7559095301008 19.1636311299727)
munitions.1247,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26508.67748,POINT (54.7567559000648 19.1666041303764)
munitions.1248,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33454.16135,POINT (54.8455186901355 19.1843175596077)
munitions.1249,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33402.06853,POINT (54.8442580303839 19.1851343499703)
munitions.1250,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33256.64633,POINT (54.8423590696154 19.1849892200765)
munitions.1251,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33265.09947,POINT (54.8423859998141 19.1851230104186)
munitions.1252,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33536.52753,POINT (54.8456832202045 19.1857586899117)
munitions.1253,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33392.96884,POINT (54.8436440200555 19.1858718902756)
munitions.1254,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33372.98005,POINT (54.843240350362 19.186065790404)
munitions.1255,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33554.17277,POINT (54.8454374696635 19.1864971403308)
munitions.1256,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33556.00844,POINT (54.8450478401857 19.1871243203312)
munitions.1257,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24994.26625,POINT (54.7216842297435 19.1735455403944)
munitions.1258,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25002.4839,POINT (54.7219766901721 19.1734466203653)
munitions.1259,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24996.69219,POINT (54.721761899692 19.1735235303867)
munitions.1260,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25210.7785,POINT (54.7229372398618 19.1762419399137)
munitions.1261,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25211.97419,POINT (54.7230841396214 19.1761412698038)
munitions.1262,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25238.77511,POINT (54.7228649703422 19.1767835602132)
munitions.1263,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24921.60897,POINT (54.7215856703424 19.1723760898847)
munitions.1264,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,24776.69196,POINT (54.7211526395827 19.1702376198703)
munitions.1265,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25075.59072,POINT (54.7227984501884 19.1740272802348)
munitions.1266,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25369.60972,POINT (54.7240158300665 19.1780868397359)
munitions.1267,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104568.6024,POINT (56.0231584201251 18.7687097498551)
munitions.1268,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104533.7779,POINT (56.0236028201141 18.7694206999054)
munitions.1269,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104509.5651,POINT (56.0239038897528 18.7698666602183)
munitions.1270,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104605.3887,POINT (56.0226825996223 18.7679185101312)
munitions.1271,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104580.2574,POINT (56.0229908701326 18.7683583397656)
munitions.1272,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104608.3491,POINT (56.0225098902193 18.7670449698495)
munitions.1273,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104613.6354,POINT (56.0224674197357 18.7670870599199)
munitions.1274,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104537.3243,POINT (56.0233167403753 18.7679023897835)
munitions.1275,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104538.5293,POINT (56.0233388996705 18.7681034197371)
munitions.1276,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,104517.8939,POINT (56.0234887698909 18.7678436397722)
munitions.1277,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108095.5453,POINT (55.9948167795708 18.7965462097399)
munitions.1278,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108115.7376,POINT (55.9948588903256 18.7978998297134)
munitions.1279,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108184.111,POINT (55.9945574699514 18.7998815901633)
munitions.1280,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108191.8296,POINT (55.9945941595929 18.8005161895705)
munitions.1281,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108112.3477,POINT (55.99479411036 18.797335489841)
munitions.1282,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108110.2498,POINT (55.9950288100316 18.7985911097919)
munitions.1283,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108111.6737,POINT (55.9947289598737 18.7969174103103)
munitions.1284,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108095.9761,POINT (55.9950269996963 18.7977992504351)
munitions.1285,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108107.096,POINT (55.9949608302782 18.7980218398361)
munitions.1286,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108143.6241,POINT (55.995018129683 18.8003516702934)
munitions.1287,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108071.9523,POINT (55.9951714299176 18.7973267601219)
munitions.1288,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108310.3457,POINT (55.9937131396497 18.8018578395677)
munitions.1289,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108333.0223,POINT (55.9935560802489 18.8021811800175)
munitions.1290,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,108312.7555,POINT (55.9936843199754 18.8018218100286)
munitions.1291,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107164.8796,POINT (56.000499559607 18.7785251296311)
munitions.1292,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107197.9219,POINT (56.0001808299814 18.7784668499652)
munitions.1293,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107208.8795,POINT (55.9999221903569 18.7775237300361)
munitions.1294,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107163.8165,POINT (56.0004996603311 18.7784657599869)
munitions.1295,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107161.9868,POINT (56.0005610399601 18.7787326499919)
munitions.1296,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107209.0888,POINT (55.9999206696033 18.7775263704457)
munitions.1297,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107167.8589,POINT (56.0005795399139 18.7791750597812)
munitions.1298,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107143.1034,POINT (56.0007947000154 18.7790761397521)
munitions.1299,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107098.513,POINT (56.0014379203238 18.7804349398207)
munitions.1300,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107113.0441,POINT (56.0013899999486 18.7809631800068)
munitions.1301,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107111.5562,POINT (56.0012677595995 18.7801460802774)
munitions.1302,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107115.2685,POINT (56.0011335402807 18.7795481498273)
munitions.1303,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107234.1937,POINT (55.9996650903717 18.7774005498955)
munitions.1304,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107172.3392,POINT (56.0005117903869 18.7790194303025)
munitions.1305,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107156.4996,POINT (56.0007387495937 18.7794937498367)
munitions.1306,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107212.712,POINT (55.999985519716 18.7781229600067)
munitions.1307,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107160.4822,POINT (56.000509439559 18.7783366299316)
munitions.1308,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107142.8176,POINT (56.0007118598645 18.7785609001655)
munitions.1309,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107111.5305,POINT (56.0012636398052 18.7801198902208)
munitions.1310,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107093.2905,POINT (56.0015154904476 18.7806071501)
munitions.1311,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107143.574,POINT (56.0005834699512 18.7778289500461)
munitions.1312,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107073.0487,POINT (56.0016058597227 18.7800126703485)
munitions.1313,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107167.7757,POINT (56.0003455498073 18.7777590898102)
munitions.1314,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,107191.7604,POINT (56.0001321200014 18.7778248698219)
